"RamDA_mESC_00h_A04"	"RamDA_mESC_00h_A05"	"RamDA_mESC_00h_A06"	"RamDA_mESC_00h_A07"	"RamDA_mESC_00h_A08"	"RamDA_mESC_00h_A09"	"RamDA_mESC_00h_A10"	"RamDA_mESC_00h_A11"	"RamDA_mESC_00h_A12"	"RamDA_mESC_00h_B01"	"RamDA_mESC_00h_B02"	"RamDA_mESC_00h_B03"	"RamDA_mESC_00h_B04"	"RamDA_mESC_00h_B05"	"RamDA_mESC_00h_B06"	"RamDA_mESC_00h_B07"	"RamDA_mESC_00h_B08"	"RamDA_mESC_00h_B09"	"RamDA_mESC_00h_B10"	"RamDA_mESC_00h_B11"	"RamDA_mESC_00h_B12"	"RamDA_mESC_00h_C01"	"RamDA_mESC_00h_C02"	"RamDA_mESC_00h_C03"	"RamDA_mESC_00h_C04"	"RamDA_mESC_00h_C05"	"RamDA_mESC_00h_C06"	"RamDA_mESC_00h_C07"	"RamDA_mESC_00h_C08"	"RamDA_mESC_00h_C09"	"RamDA_mESC_00h_C10"	"RamDA_mESC_00h_C11"	"RamDA_mESC_00h_D01"	"RamDA_mESC_00h_D02"	"RamDA_mESC_00h_D03"	"RamDA_mESC_00h_D04"	"RamDA_mESC_00h_D05"	"RamDA_mESC_00h_D06"	"RamDA_mESC_00h_D07"	"RamDA_mESC_00h_D08"	"RamDA_mESC_00h_D09"	"RamDA_mESC_00h_D10"	"RamDA_mESC_00h_D11"	"RamDA_mESC_00h_D12"	"RamDA_mESC_00h_E01"	"RamDA_mESC_00h_E02"	"RamDA_mESC_00h_E03"	"RamDA_mESC_00h_E04"	"RamDA_mESC_00h_E05"	"RamDA_mESC_00h_E06"	"RamDA_mESC_00h_E07"	"RamDA_mESC_00h_E08"	"RamDA_mESC_00h_E09"	"RamDA_mESC_00h_E10"	"RamDA_mESC_00h_E11"	"RamDA_mESC_00h_E12"	"RamDA_mESC_00h_F01"	"RamDA_mESC_00h_F02"	"RamDA_mESC_00h_F03"	"RamDA_mESC_00h_F04"	"RamDA_mESC_00h_F05"	"RamDA_mESC_00h_F06"	"RamDA_mESC_00h_F07"	"RamDA_mESC_00h_F08"	"RamDA_mESC_00h_F09"	"RamDA_mESC_00h_F10"	"RamDA_mESC_00h_F11"	"RamDA_mESC_00h_F12"	"RamDA_mESC_00h_G01"	"RamDA_mESC_00h_G02"	"RamDA_mESC_00h_G03"	"RamDA_mESC_00h_G04"	"RamDA_mESC_00h_G05"	"RamDA_mESC_00h_G06"	"RamDA_mESC_00h_G07"	"RamDA_mESC_00h_G08"	"RamDA_mESC_00h_G09"	"RamDA_mESC_00h_G10"	"RamDA_mESC_00h_G11"	"RamDA_mESC_00h_G12"	"RamDA_mESC_00h_H01"	"RamDA_mESC_00h_H02"	"RamDA_mESC_00h_H03"	"RamDA_mESC_00h_H04"	"RamDA_mESC_00h_H05"	"RamDA_mESC_00h_H06"	"RamDA_mESC_00h_H07"	"RamDA_mESC_00h_H08"	"RamDA_mESC_00h_H09"	"RamDA_mESC_00h_H10"	"RamDA_mESC_00h_H11"	"RamDA_mESC_00h_H12"	"RamDA_mESC_72h_A04"	"RamDA_mESC_72h_A05"	"RamDA_mESC_72h_A06"	"RamDA_mESC_72h_A07"	"RamDA_mESC_72h_A08"	"RamDA_mESC_72h_A09"	"RamDA_mESC_72h_A10"	"RamDA_mESC_72h_A11"	"RamDA_mESC_72h_A12"	"RamDA_mESC_72h_B01"	"RamDA_mESC_72h_B02"	"RamDA_mESC_72h_B03"	"RamDA_mESC_72h_B04"	"RamDA_mESC_72h_B05"	"RamDA_mESC_72h_B06"	"RamDA_mESC_72h_B07"	"RamDA_mESC_72h_B08"	"RamDA_mESC_72h_B09"	"RamDA_mESC_72h_B10"	"RamDA_mESC_72h_B11"	"RamDA_mESC_72h_B12"	"RamDA_mESC_72h_C01"	"RamDA_mESC_72h_C02"	"RamDA_mESC_72h_C03"	"RamDA_mESC_72h_C04"	"RamDA_mESC_72h_C05"	"RamDA_mESC_72h_C06"	"RamDA_mESC_72h_C07"	"RamDA_mESC_72h_C08"	"RamDA_mESC_72h_C09"	"RamDA_mESC_72h_C10"	"RamDA_mESC_72h_C11"	"RamDA_mESC_72h_C12"	"RamDA_mESC_72h_D01"	"RamDA_mESC_72h_D02"	"RamDA_mESC_72h_D03"	"RamDA_mESC_72h_D04"	"RamDA_mESC_72h_D05"	"RamDA_mESC_72h_D06"	"RamDA_mESC_72h_D07"	"RamDA_mESC_72h_D08"	"RamDA_mESC_72h_D09"	"RamDA_mESC_72h_D10"	"RamDA_mESC_72h_D11"	"RamDA_mESC_72h_D12"	"RamDA_mESC_72h_E01"	"RamDA_mESC_72h_E02"	"RamDA_mESC_72h_E03"	"RamDA_mESC_72h_E04"	"RamDA_mESC_72h_E05"	"RamDA_mESC_72h_E06"	"RamDA_mESC_72h_E07"	"RamDA_mESC_72h_E08"	"RamDA_mESC_72h_E09"	"RamDA_mESC_72h_E10"	"RamDA_mESC_72h_E11"	"RamDA_mESC_72h_E12"	"RamDA_mESC_72h_F01"	"RamDA_mESC_72h_F02"	"RamDA_mESC_72h_F03"	"RamDA_mESC_72h_F04"	"RamDA_mESC_72h_F05"	"RamDA_mESC_72h_F06"	"RamDA_mESC_72h_F07"	"RamDA_mESC_72h_F08"	"RamDA_mESC_72h_F09"	"RamDA_mESC_72h_F10"	"RamDA_mESC_72h_F11"	"RamDA_mESC_72h_F12"	"RamDA_mESC_72h_G01"	"RamDA_mESC_72h_G02"	"RamDA_mESC_72h_G03"	"RamDA_mESC_72h_G04"	"RamDA_mESC_72h_G05"	"RamDA_mESC_72h_G06"	"RamDA_mESC_72h_G07"	"RamDA_mESC_72h_G08"	"RamDA_mESC_72h_G09"	"RamDA_mESC_72h_G10"	"RamDA_mESC_72h_G11"	"RamDA_mESC_72h_G12"	"RamDA_mESC_72h_H01"	"RamDA_mESC_72h_H02"	"RamDA_mESC_72h_H03"	"RamDA_mESC_72h_H04"	"RamDA_mESC_72h_H05"	"RamDA_mESC_72h_H06"	"RamDA_mESC_72h_H07"	"RamDA_mESC_72h_H08"	"RamDA_mESC_72h_H09"	"RamDA_mESC_72h_H10"	"RamDA_mESC_72h_H11"	"RamDA_mESC_72h_H12"
"ENSMUST00000186528.6"	18.885	13.1994	17.6316	6.78413	14.0793	6.16485	12.3865	20.4659	23.1425	1.73061	1.90916	11.1678	3.68796	18.9154	14.3473	10.8801	12.2237	17.0264	19.8875	27.0117	32.7585	13.8883	13.8896	20.0915	7.28776	19.3976	14.3569	9.76495	17.3129	16.7737	27.7185	6.10689	4.21354	22.7986	12.6209	8.72575	13.1239	13.1165	5.09921	8.55904	12.3883	18.0525	9.78769	11.1697	7.01377	7.78102	10.3836	9.69331	0.000261486	10.2381	17.0326	9.78285	0.832551	9.5748	5.17464	21.3053	4.00237	22.5157	9.84126	7.94852	19.1143	15.8988	1.77775	13.5563	13.464	15.3904	15.1063	16.3246	20.4752	17.1285	9.07097	13.4558	16.9239	7.94138	12.9809	26.005	21.7262	4.47012	14.5236	12.4545	8.28126	17.4865	10.9316	10.2858	1.51123	17.7948	16.1688	20.5619	14.7384	15.5342	18.8407	21.5486	9.7682	5.94206	9.88968	5.71758	11.496	21.9203	10.8547	10.1517	25.0576	17.3644	7.30073	11.1495	10.1529	8.49723	21.4145	16.6527	7.44665	12.3535	14.0266	7.67025	18.4265	3.5744	15.5398	14.2239	9.76164	14.821	18.8793	13.5705	9.04192	26.6713	12.1269	13.5741	14.6014	1.44825	8.5568	9.33068	11.787	15.3489	23.8036	10.5694	15.8609	11.2415	12.9282	23.5374	1.55788	8.20147	0.993704	12.1997	14.243	5.91747	12.2051	4.31818	12.6856	0	9.72384	7.96508	11.0689	12.6327	17.9873	10.2836	13.6092	14.1356	21.28	6.33764	0.155287	17.4995	20.9094	8.09338	18.3047	25.3154	17.3549	14.4944	2.3103	9.31019	0.763619	13.8633	12.3995	21.0223	8.0955	5.02436	9.43531	14.0008	7.63056	6.77985	3.62021	29.399	21.0027	21.4307	0	15.1776	12.7203	18.5909	18.8048
"ENSMUST00000186720.1"	1.47192	0	0	0	0.323566	3.77174	0	0	2.73651	0	0.444317	1.79734	0.255251	0.230875	1.9978	0.448934	0	0	0.477895	0	3.34071	5.29413	0	0.631487	0	1.45219	0	0	0	0	0	1.82163	0	2.7863	0	0.496392	0	1.53027	5.20288	0	0	0	0	0	0.0232308	0.722398	4.50914	1.47567	0	0.730864	3.29221	0	0.497952	0.422208	0	1.4879e-07	0	0.138054	3.82003	0.36893	0	0.982126	0	0.216219	0.409061	0.551579	0.265997	0.571161	0	0	0	1.02507	0.563094	0.248859	2.72382	0	3.02322	0	0	2.14425	4.91392	0	0	1.21591	2.49842	0	0	0	0.913689	0	0	0.832454	0.890105	0	2.32149	10.6182	0	2.05094	0	1.24503	1.8986	2.28646	0	0	2.37856	1.88457	3.75862	2.56502	4.10249	0	0	0	0.494698	0	0.842031	0	0	0	0	1.04864	6.74047	0	0	0.294605	0	3.01681	0	0	0	0	5.42176	0	0	0	6.85397	5.62457	1.34335	6.32872	0	2.55277	1.98001e-05	6.33431	1.11926	0	2.55651	0	3.81719	0	3.66438	3.18104	2.20776	1.90979	5.31742	4.1622	0	0	0	3.4546	1.10259	0	0	0	0	3.92795	0	6.78409	0	1.39286	7.38251	0	0	3.21189	3.84875	4.81961	0	10.1881	0	0	0	1.29802	1.30887	3.2661	2.06561	0	0
"ENSMUST00000186813.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55613	0	0	1.34681	0	1.68787	0	0	0	0	1.48803	0	0.553593	0.488041	0	0	0	0	0	0	0.441716	0	0.877141	0	0	0	1.28791	0	0	2.06824	0	0	0	0	1.44298	0	0	0.410259	0	0	0.791514	0	0	1.0202	0	1.33559	0	0	0.552097	0	1.34749	0	1.08834	0	0	0	0	0	0	0	0	3.0049	0	0.468866	0	0	0	0.508183	0	0	0	0	0	0.791014	1.62413	0	0	0	0	0	0.535145	0.625855	1.54323	0	1.20568	0	0	0	0.77197	0	0	0	0	2.76047	0.590156	1.28101	0.427327	0.387767	0	2.19313	0	1.49782	0	0	1.68682	0	0.881432	0.524338	0	0.532434	0	0	1.31696	0	0.87754	1.28675	0	0	0	0	0	0.91561	3.01484	0	1.20925	1.93306	0.528888	1.21847	1.56299	0	0	1.141	0.426193	0	0.352719	0	1.24206	0.434864	0	0	0	0.459305	0	0	0.899592	0.528488	0.725951	0.446219	0	0	0	0	1.13978	0	0	1.06767	0	0	0	0	0	0	0.60799	2.73913	0	0	2.99976	0.793142	0	1.03178	0	0.505526
"ENSMUST00000187226.6"	0	0	0	0.472903	0.735757	1.32516	0	0	0	0	0	0	0.33366	0	0.179763	2.62658	0	0	0	0	0	0	1.19307	0	1.11526	0.279026	0	1.5978	0	0.232671	1.40781	1.63757	1.67577	0.540485	0	0	2.8399	1.08533	0.965653	0.000565994	0	2.23285	0	0	0	0.447033	0	0.132151	1.52209	0	0	0	0	0	0	0	0.75462	0.333437	1.70252	0	2.04291	0	0	4.18286	0.210403	0	0	0	0	0.873367	0	0	0	1.61291	0.0234391	2.05091	0.0535717	0	0	0.364992	0	0.0851674	0	0.790481	0.858072	2.22459	1.74796	0.598246	0.643242	0.495267	0	0.694036	0.269122	2.10263	0	2.50079	1.20455	0	0	0	0.381789	0	7.03202e-06	0.596371	0.0843679	0	0.0722408	0	1.65156	0	0	0	1.67301	0	0	1.09847	0.640594	0	1.09921	0.604501	2.19693	0	2.16147	0	0	0	0	1.58332	0	0.717786	2.04732	0	0	2.60155	1.24248	0	0	0	0	0.677633	1.41513	0.875063	0	1.01833	3.38051	0	0.8353	0	0	0.971932	0	0	0.88435	0.694825	0	0	1.34485	1.90658	0.727666	0	0	0	0	0.542745	0	0.341984	0.594177	1.1487	0	0	2.32152	0	0	1.7514	1.241	2.49835	0.296882	0	2.44075	0	0	0	0	0	0
"ENSMUST00000187417.1"	0.71801	11.2903	0	2.35345	0	3.82208	0.997179	1.28055	0.716765	0.962067	0	2.67415	4.19588	0	0	3.73273	0	1.07327	0.842024	1.81512	4.54605	0	0.341563	5.99403	1.27476	0	4.1217	2.86539	0	2.2609	0	2.53809	3.07148	2.39559	0	0	1.06339	1.85168	1.50043	0.0330295	0	0	0	2.15253e-08	2.69643	1.55604	0	2.35241	0	0	0.254649	0	0	0	1.6152	1.10073	2.34031	0.000719259	0	2.68296	6.3249	0	0.76366	0.455781	2.83148	4.307	1.46678	3.81256	0	6.67348	0.439395	0	0	3.2468	4.04684	0	1.15992	0	0	1.02061	2.37836	0	5.96834	0	7.92484	0	0	0.130568	0	6.56705e-08	1.98922	1.1516	0.203909	3.55303	0	12.1221	11.9973	0	2.60009	1.09186	0	3.88284	3.93306e-06	15.2601	0	0.367172	7.47944	5.7378	0	0	0	0	5.46114	6.53914	12.6966	3.60922	6.00034	2.52083	0	1.99227	11.51	0	8.9887	7.32621	2.24058	9.19066	4.73036	0	4.21313	0	0	9.00937	0.352122	2.96864	4.12351	0	6.93042	7.92062	2.21359	5.9453	4.39462	2.23994	1.71136	7.66677	0	5.26218	0.5246	0	5.39554	0.413028	0.515465	5.18947	8.79957	0	0	6.70427	0	0	7.5302	9.6284	1.94745	0	4.93916	6.66707	3.82586	11.1423	0.92551	6.55968	0	13.2099	2.90558	4.91188	0	4.25171	0	11.6583	0	8.80415	0.78401	2.16762	0.421393	6.16046	1.68755	10.6068	2.87652
"ENSMUST00000188212.1"	1.57771	0	2.00104	1.36286	2.22308	1.90903	1.40764	0	4.09711	1.25498	0.50346	0	1.92108	0.273615	2.51501	4.07243	5.62661	0.459953	1.90811	4.06347	0	2.9651	0	1.37872	1.26319	0.214362	0	0.522162	1.51053	0	3.06419	0.434324	3.48452	0	1.13875	5.16836	0.506246	0.595826	0.865784	1.76033	6.01978	0.0369237	0.892082	0.983965	0.861537	1.72548	5.9002	3.89033	0.846737	0	5.48634	2.40686	1.17848	0.902277	3.26435	0.973897	0	1.21396	1.65451	0	0	1.42189	0	0	2.45968	2.41216	1.06061	0	4.097	2.37662	0.963114	0	4.6563	0.356358	3.93067	0	0	0	3.86812	2.15852	2.01734	3.12675	0.0755118	5.38356	0	1.34915	1.34146	0.575225	0.47906	0	0.947931	0.133358	4.6559	5.83887	0	1.96888	1.41796	6.30194	1.29807	4.43867	0.475567	0.345213	1.37617	4.60522	5.58876	0	1.37269	2.97807	0	3.62048	0	1.2699	0	0.642726	1.72746	4.8591	4.17117	3.02675	1.02194	0.30236	2.10366	0	1.1863	2.36359	0	1.34028	2.25605	0.517673	4.35599	0	1.32512	0.0157083	2.54798	0	0	3.82471	0	1.40067	1.36907	1.17852	3.39672	1.20814	1.56398	0	3.48551	0.883175	0.945178	0	2.09357	0.042817	0	4.14389	0	4.27363	0.266411	0	2.80313	4.46175	0.27976	0	0.765203	4.35751	3.07279	0	2.07955	3.90498	2.28066	1.67576	3.50051	9.17926	2.2867	3.19284	3.13918	0.22266	3.48635	0	2.44862	0	3.38267	5.77655	10.9696	2.36416	5.94612	0	0.846398
"ENSMUST00000188249.6"	0	0	1.10414	0.86598	1.20716	0	0	0	0	0.609556	0	0	0	2.47136	0	0.00142289	0.900325	0	0.567695	0	0	0	0.112051	0	0	0.0943372	0	0	0.342687	0.0930522	1.48213	0	0.379715	0.423461	0	0.0611106	0	0.298864	0	0	0	0	0	0	0.0937078	0.57149	0	0	0	0	0	0	0.379142	1.16372	0	0.683058	0	0	0	0	0	0	0	0	0	0	0	0	1.58234	0	0	1.04799	0	0	0	1.47043	0	0	0	0.397842	0.0012518	0	0	0	0.529989	0	0	2.57983	0	0	8.22233e-08	0.840261	0	2.22033	0	0	0	0	0.263992	0	0	4.10651	1.63183	0	1.72193	2.9779	0.250126	0	0	0	0	0	1.06697	2.53229	0	0.510083	0	0	0.152809	0	0	1.11233	0	0.185556	0.859246	0	0	0	0	0	0	0	0	3.20165	0	0	1.16149	0	1.51876	0	0	0	0	0	0	0	0	0	0	4.40177e-06	0	0	0	0	1.46611	0	3.36849	0	0	0	0	0	2.59912e-08	2.26328	1.35966	0.865561	2.34166	0	1.96276	0	3.04615	0	0.317386	0.175725	0.267341	0.0016118	0	0	0	0	0	0	0.00656399	0	0.377146
"ENSMUST00000188449.6"	7.23828	9.87777	3.76681	4.81374	1.0835	0.967213	1.21998	2.93498	0	4.80676	0	1.18349	0	7.15326	0.346835	3.29218	1.05893	0	2.72447	3.4098	0	3.15603	0.0014591	13.1449	0	2.84476	2.98008	2.55793	0	0.471625	0.335289	1.13146	4.2121	0	1.10237	1.61913	2.26816	2.6519	4.91199	1.47909	0	8.71239	2.89647	0	5.98443	5.89922	7.46936	0	0.272577	0	3.93739	1.74399	0	3.41924	9.13684	1.11872	1.29604	2.39705	12.8782	0	0.992903	5.49034	8.00083	2.86126	6.17843	2.0348	0.912151	4.56403	9.1871	5.99648	0	0	0	3.33282	2.3385	0	8.37987	0	5.07836	0	3.96087	5.58747	6.54972	2.84964	0.742547	4.4821	0	0	0	5.93597	3.08416	0	0.212024	0	3.93566	14.6004	14.0836	2.69042	0	6.29421	0	5.40691	1.50065	2.15508	3.40536	3.83977	0	1.7693	2.71661	11.3144	0.250221	1.90265	0	3.93831	4.90755	2.61761	0	6.44991	9.98349	7.05465	0.554299	6.90459	0.702973	13.5986	0	0	0	0.86825	4.25181	0	7.58538	4.66192	5.52367	0	0.362862	8.41548	5.91348	3.49136	8.03973	2.14656	0	4.72786	7.86114	3.35661	8.85507	6.38473	8.04727	2.83366	9.03145	0.261153	3.61922	2.99149	7.7498	19.7016	5.16428	2.55349	6.33647	5.02527	0.824597	7.31316	0	0	2.21066	0	0	2.49783	6.02817	0	0	1.81668	0.940081	3.59887	7.23462	4.06784	7.07134	4.73085	1.0414	3.53854	0	0	11.3293	2.05171	5.3978	3.30597	9.49251
"ENSMUST00000188619.1"	0	0	0	4.1163	0	0	0	0	0	9.57186	0	0	2.33166	3.17549	0	0	6.71285	4.88074	0	0	2.31518	0	3.11869	0	0.0187231	3.47967	0	0	0	0	0	0	3.28802	2.31578	8.58286	0	0	0	6.45021	5.24541	0	2.28975	0	3.65572	0	0	4.70328	0	0	0	0	3.85335	0	0	0.324381	0	0	3.35187	0	8.01583	2.87898	0	0	0	1.0699	0	0	0	0	0	2.67428	0	0.805167	0	1.61011	0	0	0	0	3.41359	0	0	0	0	0	0	4.15706	0	0	0	2.34924	2.13519	0	0	2.25246e-05	1.40398	0	0	0	0	0	3.7349	0	0	0	0	0	3.69817	0	0	0	0.0970127	0	0	0	0	0	0	1.7337	0	0	0	0	0	0	3.70903	0	0	2.11762	4.36157	0	0.0892746	2.87215	0	0	0	0.0840476	0	2.66099	0	0	2.91443	0	0	3.20213	0	6.95109	0	5.78434	0	0	0	1.07489	0	0	0.0255927	0	0	0	0	0	0	0	0	0.0897518	0	0	4.53886	1.08836	0.553441	3.16665	0	0	0	0	0	0	0	5.56339	0	9.6517	0	0	0	0
"ENSMUST00000190063.6"	0	0	0	0	0	0	0	1.6223	0	1.02807e-06	0	0	0	0	0.213671	0	0	1.78072	0	2.65603	0	0	0.491593	0	0	0	0	0	2.95307	1.82341	5.29636	0	0	0	0	0	0	0	2.58337	0	3.90327	0	3.91443	0.76058	0	0	0	0	0	0	1.06929	0.602358	0	0	2.69341	0.202317	0	0	0	0	0	0	1.75485	5.01064	0	0.697231	0	0	2.06816	0	0	0	0	0	0	0	0	0	0	0	0.950254	1.25134	0	0	0	0	0	0.903937	0	0	0	3.82177	0	0	0	0	0	0	0.430538	0	0	1.57451	4.23373	0	0	2.73054	0	1.68527	0	6.94187	0	0	0	0	4.46015	0	0	0	0	0	0	0	3.23596	0	5.81567	0	0	0	0	0	0	0	0	0	0	3.06875	0	0	0	0.0178333	0	3.42217e-08	0	0	0	0	0	0	0	0	3.62557	0	0	1.10746	0	0.426508	4.47559	2.66645	2.18092	0.624814	0	4.25324	0	0	8.90949	0	0	2.73716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97754	0
"ENSMUST00000190155.6"	24.5409	30.4693	31.2444	14.1485	26.0075	18.1634	18.7354	26.9424	20.469	14.3018	27.7426	15.0349	27.045	26.0397	31.8145	33.3083	28.361	48.6333	31.5324	31.0781	30.6572	21.0219	24.9686	43.3024	11.3517	24.5927	50.9538	28.4456	9.55812	30.4221	43.201	25.2591	23.7736	14.2431	27.8345	28.2431	26.5029	37.3702	20.2968	21.2542	42.0239	23.8271	19.4753	11.7967	17.1666	17.1977	33.2436	23.2249	36.0648	29.8189	35.4932	38.187	29.3103	28.4224	32.9977	36.5278	7.76664	22.9976	31.9566	36.8541	28.54	17.8551	22.5314	22.3793	22.4696	26.139	26.3454	26.4627	47.3797	25.1509	20.5859	15.9875	20.5468	26.4138	32.7682	42.8356	22.8273	19.7052	37.9721	9.24887	30.3063	21.4921	13.731	22.4072	28.5281	31.7585	33.4775	19.4325	25.2621	29.4815	31.8331	16.6933	28.4305	47.2493	26.0938	24.2486	26.3316	36.8116	44.1597	24.3612	24.4896	39.4764	31.5899	34.8691	17.7261	23.4666	33.4348	30.9978	24.7726	22.7652	31.8637	27.5554	23.7288	23.4182	20.5437	25.7025	17.2593	32.4048	55.7402	30.8485	16.7006	36.614	30.8926	22.2559	35.0092	20.4964	45.8024	38.1633	35.1476	27.5273	47.7268	18.1438	42.0813	14.2301	43.8489	37.429	23.657	19.8052	23.3451	34.8896	23.8129	40.0985	25.1319	16.9007	20.3901	31.9315	33.7285	30.8525	48.4904	20.8788	35.8791	28.8237	25.3149	42.5301	60.2812	26.0483	14.0005	27.1242	27.6086	25.8891	50.3609	42.6002	20.5755	15.592	14.4497	29.9702	43.3691	43.9436	14.8311	18.3435	34.3491	17.0156	26.3854	14.767	21.53	30.7059	17.0697	17.5174	37.9554	48.1906	41.2624	14.5248	24.0348	23.741	25.7005
"ENSMUST00000190318.1"	3.77667	1.70206	3.04275	2.13761	2.2954	0.539357	0.584691	0	0	4.39968	1.97255	1.64106	1.63669	2.90628	2.01994	5.09671	3.94513	2.08194	2.14804	3.44316	0.488175	0.854835	1.82719	4.36272	1.68932	0.803185	2.32399	2.87385	0.965168	2.718	0.572367	2.39877	0.824033	1.54766	2.54108	1.96149	4.68311	1.64835	2.16256	1.31082	0	3.93556	3.7158	4.75645	0.927482	3.30773	2.66671	1.69904	4.01492	1.81921	2.12149	0	1.94462	3.49965	4.15092	3.34128	2.44368	1.75613	2.58353	0.930994	2.16398	3.36438	5.67539	3.36683	2.91114	3.57411	3.64982	1.33288	2.29958	1.97727	1.85529	0.611347	0.410219	1.86746	2.03194	3.72773	2.24217	2.75872	2.19161	1.03041	2.91842	3.69431	2.68606	3.46069	2.82984	3.55707	1.5329	1.84735	3.18967	1.4329	2.96997	2.68849	5.82177	6.92739	1.72548	7.46336	3.15026	3.0458	0.122754	3.61782	0.208086	3.77314	2.73287	7.31596	1.83207	5.8848	4.22393	1.77426	2.62488	3.69372	1.58199	0	5.76135	3.20869	2.644	4.82942	2.0055	1.39569	2.74096	5.62068	3.08129	4.77804	4.56812	8.29099	2.9491	4.34406	3.72345	6.47644	4.57269	0	5.10796	2.42457	2.94873	4.93163	2.69366	6.93948	1.75314	1.81233	5.28971	1.81469	0.687928	3.34575	3.74746	3.04437	5.10242	7.42012	5.56995	2.33425	2.48185	3.14331	7.82814	5.23547	4.38872	2.78374	4.82501	2.25461	2.0508	4.02868	4.47041	2.27901	4.6499	2.69837	5.52251	3.11733	6.46623	5.02063	2.77159	2.06681	1.57341	2.1148	3.91678	8.03424	4.26031	4.59813	1.95477	9.65336	6.21344	6.17677	1.3602	6.00424	7.52229	6.16123	1.48911	4.09874	2.45718
"ENSMUST00000190610.1"	1.17899	0	0	0	0	0	0	0	0	1.68842	0	0.608627	0	0	0	0	0.275501	2.05991	0.891665	0	0.290192	0	0	0	0	0	1.61173	0	0	0	0	0	0	0.302424	0	2.04628	0	0	0	0	0.327395	0	0	0	0	0	0	0	1.10094	0.302796	0	0.600907	0.328691	0	0	0	0	0	0	0	0	1.04481	0	0	0	0	0.855951	0	0	0	0.895888	0	0	0.298872	0	0	0	0	0	0	0	0.918804	0	0.300006	0	0	0	0	0	1.66306	0	0	0.731644	0	3.31045	0	0.327714	0	0.220416	0	0	1.04103	0	0	0.622305	0	0	0	0	0	0	0	0	0.338625	0	0.259297	0	0	0.651603	0	0	0	0	1.48896	2.05358	0	0.645569	0	0	0	0	0	0	0	0	0.297689	0.693824	0	0	0.503407	0.782704	0	0	0.776088	0	0	0	0	0	0	0.282708	0.299396	0	0	0	0.353014	0	0	0	0	0.884076	0	0	0	0	0.328447	0	0	1.35226	0	0	0	1.6905	0	0	0.710316	0	0	0.491177	0	0	0	0	0	0
"ENSMUST00000190625.1"	4.7318	5.41795	4.93777	5.44575	0.961421	7.70174	0	1.33173	0	9.57186	4.04257	6.81148	0	3.00513	0.570099	0	0	1.6202	0	7.34947	0	4.71729	7.01942	10.453	0	4.44878	0	0	0	4.80417	3.76479	0.106378	3.7894	8.14067	0	2.63516	6.38907	9.28475	3.61573	1.06389	4.81762	10.0762	6.28569	5.34936	0	0	3.87351	7.96926	1.53088	0	7.0315	0	1.50467	6.54895	1.86551	3.63019	0	6.46741	2.48991	4.0209	4.22166	8.38593	0	8.3659	1.32853	0	2.59572	0.637655	26.5651	1.59611	2.7393	2.72545	1.1158	2.01542	7.14039	0	13.5346	6.20414	5.20382	0	6.09902	2.91512	5.05948	6.49724	4.80728	0	0	5.19603	18.104	3.73481	7.71175	6.74578	3.5331	0	2.66636	3.43327	4.8128	12.0421	0	16.4736	0	5.58452	7.50408	7.42407	3.36182	4.4125	5.00744	1.47796	0	23.3538	2.10153	4.13232	14.0502	9.3727	11.355	8.15405	0	9.27059	7.62337	8.06016	2.88671	0	1.01931	12.3972	10.7789	0	20.7219	10.254	2.59031	2.48738	0	5.32846	3.19268	6.95769	0.755222	0	9.25604	4.77528	3.014	4.70188	5.0179	2.01923	3.6757	2.85685	12.2914	0	0	3.81331	13.3649	14.6571	4.25657	3.77607	6.66633	4.54504	13.0367	0	0.735107	6.22715	8.79751	7.68233	8.69188	15.1852	7.44484	6.3028	16.8499	7.07605	5.73408	0	0	0	4.69307	0	12.2428	2.06318	5.86375	0	23.372	4.11072	8.74557	0	7.97679	17.9103	9.02346	1.17719	11.2783
"ENSMUST00000191012.6"	5.09099	4.63011	0	1.64195	0	4.46071	0	0	0	0	0	1.1158	0	16.6919	9.54626	7.26702	6.733	0.0317496	0	0	9.36976	0	0	0	0	6.46996	0	0.812556	0	0	2.90196	4.52856	0	0	0	0	0	0	0	0	0	0	0	0	0.655185	0	6.11305	2.99667	0	0	0	7.07464	0	0	8.05355	0	1.97138	0	0	5.88668	0	0	4.5987	0	0	0	7.55199	0	0	0	3.72317	0	4.24673	2.28842	5.1695	0	0	0	10.4356	0	0	0	0	0	0	0	4.48971	0	0	0	0	0	7.57024	0	0	0	4.48191	0	0	2.33882	0	3.8772	0	0	0	0	2.87854	0	0	0	0	3.73046	4.47137	0	1.76961	0	1.60109	0	0	0	3.10755	0	0	0	0	9.51382	0	0	0	9.02248	10.1683	1.49764	5.72006	0	0	0	0	6.86004	0	0	5.99307	0	3.21131	10.7898	0	0	0	0	3.03413	5.95624	0	0	0	0	0	4.59495	0	0	9.66732	0	0	7.07707	2.01678	0	0	0	0	0	0	2.03941	9.25749	0	0	0	2.55908	0	0	0	0	0	0	0	0	10.7736	0
